u,g,r,i,class
19.58341,19.48789,19.08715,18.91311,1
25.03324,22.15281,21.72209,21.17469,0
21.05456,20.22515,20.29174,20.0905,1
23.98405,22.04563,21.74306,21.65617,2
20.29264,19.39168,19.00382,18.85312,2
21.50683,20.73672,20.2859,20.13591,1
22.72921,21.41143,19.60846,18.929,0
17.10295,16.00324,15.8638,15.86728,2
26.20078,22.35476,20.76154,19.67726,0
24.85883,21.02898,19.24103,18.47006,0
19.68157,17.88211,16.84289,16.39905,0
20.13272,18.02983,16.83397,16.33806,0
19.65621,17.70137,16.75868,16.35346,2
20.80531,19.90088,19.69611,19.33526,1
22.22578,21.2902,20.86715,20.88881,2
21.68559,21.21093,21.10402,20.83713,1
24.64165,22.68006,21.27001,20.10076,0
19.63177,17.13714,16.10506,15.7472,2
22.09952,21.54512,21.17809,20.7219,1
25.42695,20.97115,20.12168,19.74886,2
25.98746,21.06541,19.16209,18.54989,0
24.14232,22.55598,20.91092,19.80944,0
22.95586,21.11931,19.3135,18.53446,0
23.94388,22.43531,20.97272,19.72241,0
22.21319,20.5752,18.67652,17.98507,0
19.56419,18.37117,17.73682,17.22246,0
26.94292,22.54203,21.18884,20.15247,0
20.80723,18.72738,17.36523,16.85369,0
20.41782,18.88009,17.86907,17.36507,0
22.32598,20.49609,18.77197,18.15082,0
18.92752,18.11632,17.83206,17.5613,0
20.07905,18.32625,17.55303,17.25632,2
21.89009,21.29839,20.82046,20.3581,1
21.53807,18.89304,18.40879,18.26987,1
21.44327,21.34971,20.83945,20.84286,1
20.02706,18.91043,18.4301,18.04948,0
21.18382,20.60798,19.64005,19.23899,0
20.05775,18.20398,17.15777,16.7467,0
20.20362,19.00354,18.38699,17.91063,0
19.95079,18.90798,18.51998,18.36146,2
18.28995,16.78008,16.09147,15.77355,2
21.16502,19.84714,19.10036,18.796,2
21.32554,19.36508,18.21647,17.7312,2
22.8869,21.78563,21.6276,21.20933,1
20.75641,21.20156,20.87505,21.03599,1
20.33313,19.96429,19.92198,19.77632,1
23.08307,20.1819,18.87291,17.54277,2
20.92903,20.64787,20.41623,20.03564,1
21.60574,21.67649,20.23097,19.36453,0
23.35159,22.03061,19.97212,18.81373,0
21.17814,20.77585,20.59205,20.3781,1
19.57948,19.14574,19.35577,19.5524,2
18.58877,17.05776,16.33449,15.88601,0
22.57925,21.48973,21.18839,21.25074,1
19.02533,17.13056,16.06337,15.63459,0
20.95887,19.08618,17.89675,17.43393,0
23.18944,21.67021,20.25648,19.48875,0
25.11724,22.23666,20.36637,19.3059,0
21.25853,20.75545,20.72739,20.71086,2
17.827,16.52371,15.99936,15.68268,0
19.48905,18.2284,17.45697,16.97902,0
20.21182,18.11846,17.15423,16.70351,0
23.40187,21.60036,20.05978,19.17105,0
24.05517,21.71667,20.52717,19.66249,0
23.66816,23.03444,21.51169,20.00706,0
23.20602,22.97213,21.64016,20.51452,0
22.96485,21.34796,19.65096,18.84303,0
20.14666,20.03776,19.79745,19.81014,1
21.73562,19.44206,17.75614,17.17798,0
24.47506,22.26501,20.59934,19.80916,0
22.83501,20.73977,19.01505,18.40085,0
22.62305,21.89907,21.93067,21.70387,1
27.22918,22.32942,20.65279,19.64315,0
24.91596,19.9106,18.21997,17.57078,0
22.81455,20.95862,20.55553,20.40763,2
25.69823,21.37811,19.66701,18.78936,0
24.06347,23.1044,22.56475,21.17188,1
21.12586,21.28813,21.193,20.76088,1
21.35344,21.36917,21.24951,20.9137,1
19.9593,19.63795,19.43507,19.48673,1
21.44141,21.21184,21.13523,21.3152,1
21.57873,21.34819,20.64851,20.37617,0
22.82142,21.98005,22.18891,21.98107,2
21.97188,21.01945,20.76924,20.97435,1
19.46239,17.90904,17.29278,17.06767,2
22.42397,21.85988,21.28432,20.99164,2
21.16873,19.03305,17.92936,17.47086,2
19.40505,18.31306,17.94188,17.82094,2
22.77817,23.87254,21.82331,20.80988,0
21.3804,19.24609,18.29558,17.89623,2
20.91201,19.5747,19.13892,18.96457,2
23.38277,23.92696,21.71709,20.67175,0
21.30232,20.68336,19.97949,19.49726,0
25.10769,21.02454,19.58603,18.89193,2
20.86111,18.89766,17.53729,17.03033,0
18.97667,17.90089,17.40725,17.06044,0
23.82298,20.78701,19.74942,18.90018,0
21.76501,19.8321,18.1877,17.58712,0
19.31343,17.21467,16.39612,15.95865,0
22.34548,21.87359,20.33656,19.53572,0
22.77151,21.34178,19.48837,18.84943,0
22.31592,22.02448,20.49733,19.51783,0
21.42601,19.76819,19.18007,18.98464,2
24.4606,23.27315,23.05333,23.07325,0
25.49481,23.1914,21.82683,20.6592,1
21.00187,20.67249,20.39478,20.43616,1
24.35042,21.70725,20.67982,20.47985,1
22.27537,21.60475,20.21813,19.41308,0
18.91851,17.81249,17.35856,16.99808,0
24.22196,22.6145,21.75232,20.64795,0
24.96892,23.0113,21.64976,20.54921,0
19.99204,18.27747,17.3948,16.96694,0
18.87913,17.76024,17.33565,17.03768,0
21.06197,19.38782,18.00205,17.4909,0
22.66144,22.12374,22.21721,21.71864,1
24.66155,24.98196,25.22189,21.77287,1
20.18593,19.8321,19.60729,19.24076,1
21.49573,21.5472,21.44501,21.35645,1
26.74326,21.45828,19.94542,19.0925,0
23.79215,21.30107,19.48675,18.74476,0
20.55432,20.06602,19.91875,19.83882,0
24.09314,22.43193,21.64305,20.76263,0
21.00396,19.71403,18.99047,18.59521,0
22.27434,22.52407,22.02686,21.35541,0
25.83685,23.47374,22.01843,20.63957,0
19.45935,18.09396,17.55889,17.41153,0
16.64512,15.19651,14.68067,14.40183,0
21.35169,20.09215,19.24219,18.68453,0
20.18518,18.66069,17.58247,17.10589,0
22.81426,23.68781,21.59329,20.42721,0
22.41644,23.15389,21.93305,20.84807,0
18.6528,17.50354,17.0413,16.81493,0
22.16144,20.87322,20.69514,20.45845,1
18.87966,16.99265,16.07553,15.63098,0
20.38761,18.20288,17.17562,16.73848,0
21.16229,20.0821,19.28069,18.95718,0
24.34171,21.33018,18.67438,17.81354,0
20.77298,18.86667,17.76375,17.20883,0
22.05755,21.60273,21.04128,20.76926,1
20.4614,20.35087,20.18855,19.83644,1
24.41586,22.00157,20.47582,19.59339,0
20.15143,18.13951,17.07596,16.62298,0
20.26002,20.2517,20.32686,20.10193,1
22.67031,21.47498,21.3972,21.4478,1
21.93836,20.63518,18.75711,18.16505,0
24.16085,21.65728,19.92889,19.02467,0
22.84761,20.95604,20.66253,20.42718,2
25.09133,21.84329,20.59545,20.12938,0
21.22157,19.41812,18.02884,17.51454,0
19.68521,18.85606,18.69704,18.50313,0
19.68848,18.46355,17.96259,17.61564,0
20.27713,20.03472,19.73019,19.66284,0
22.90775,22.38954,20.93956,19.99589,0
22.13328,20.89267,18.93997,18.23497,0
19.95561,19.52831,19.4978,19.26413,1
22.10105,21.40221,21.15129,21.09966,1
21.47646,20.78466,20.80853,20.80625,2
20.07916,18.97703,18.69214,18.50271,2
19.9383,18.05943,16.9385,16.43617,0
23.525,21.46931,19.77299,18.89035,0
22.96251,20.97157,19.17843,18.32351,0
26.76736,23.04954,20.92442,19.67593,0
20.72626,19.05747,18.31504,18.01269,2
22.79858,22.90299,22.97732,21.99989,1
19.91071,18.492,18.2718,18.29717,1
19.41606,18.54506,18.31203,18.23796,2
26.04605,22.89297,22.29764,21.24913,0
19.88839,18.59546,17.60839,17.11857,0
24.8471,20.67775,18.91112,18.23727,0
26.18475,21.34154,19.44187,18.70638,0
25.47675,21.96714,21.67382,21.55407,1
22.5727,21.41053,21.1082,21.03424,2
20.47406,20.36543,20.40095,20.1013,1
19.23816,18.20798,17.75744,17.56659,2
19.47066,19.34839,19.11393,19.04032,1
25.28689,22.95033,22.60523,21.72632,1
24.25182,23.39147,22.37139,20.9059,0
24.49134,23.33558,23.47572,22.09971,0
24.8322,23.45645,21.48016,20.2025,0
24.90131,23.06618,21.6496,20.33563,0
24.23652,22.18619,21.93177,21.21391,2
22.98527,22.24976,21.96982,21.69117,1
26.17555,20.51002,18.83159,18.23772,0
19.70945,17.75204,16.56426,16.11234,0
21.58589,21.62463,21.27602,21.46233,1
24.59636,22.35642,20.87185,20.00913,0
20.24894,18.57445,17.68636,17.17299,0
22.05108,22.29027,21.88293,21.76173,0
19.76727,18.38037,17.58277,17.17237,0
23.00521,22.45417,21.61053,21.13507,2
26.61254,22.71931,20.80305,19.57804,0
23.06435,21.71729,19.88437,19.02617,0
20.20305,19.04193,18.73162,18.49825,0
21.751,19.77499,18.5736,18.08599,0
20.90174,18.83607,17.46291,16.94623,0
18.83543,17.05916,16.28073,15.87813,0
22.7353,23.0458,21.43052,20.34594,0
22.6342,21.59214,21.38925,21.03481,1
16.99441,15.66712,15.2353,15.06556,2
25.43097,21.81777,21.64804,21.72365,2
26.45037,22.60108,21.4799,20.0615,0
22.6986,22.62311,20.86309,19.79703,0
17.89694,16.68192,16.23829,16.07463,2
21.04447,20.86354,20.50262,20.32017,1
20.44123,20.53969,20.12037,20.09546,1
23.80875,20.99984,20.73046,20.6301,1
17.47933,15.95861,15.2344,14.83781,0
22.68567,22.35053,21.6164,21.21786,0
19.96959,19.68939,19.39708,19.32131,1
16.95012,15.82798,15.72727,15.7284,2
22.77746,23.86832,22.35111,20.82376,0
21.83192,20.96843,20.72923,20.81783,1
22.35319,21.11216,20.84158,20.71613,2
22.07818,21.59554,21.24101,21.26684,1
24.91767,21.54263,20.77168,20.61071,2
22.29147,21.92383,21.86742,20.58242,0
23.59983,21.19224,20.93214,20.49994,1
21.39859,21.52598,20.99179,21.0019,1
23.60248,22.62139,22.07429,21.00393,0
22.81259,23.51193,22.15751,20.63057,0
23.78995,20.95091,19.12112,18.48016,0
22.59779,22.37009,22.40799,21.22839,0
26.05131,21.94566,20.11719,18.14508,2
18.70718,17.4128,16.83565,16.60294,2
22.41078,21.12583,20.94418,21.00877,1
22.3956,20.88108,19.16217,18.52946,0
21.3119,21.21465,21.20847,21.1911,1
19.1198,18.04745,17.7017,17.66518,0
20.64714,20.13877,19.34037,19.16009,2
23.05092,21.45304,20.05025,19.15873,0
22.96089,21.16731,19.76709,19.1171,0
19.74071,17.79515,16.67705,16.13718,1
22.55581,20.69576,19.37626,18.86675,0
21.47571,20.28737,19.55626,19.19307,0
22.94395,20.82574,19.08699,18.44966,0
22.08928,19.48247,18.04296,17.1781,2
19.22163,17.97486,17.50468,17.19273,0
21.93738,21.80561,21.69592,21.37279,1
21.89703,21.49989,21.24143,20.95173,1
25.34034,20.66631,18.92905,18.288,0
23.93113,22.18156,20.42076,19.4548,0
19.29069,17.83566,17.04223,16.55228,0
21.62755,18.8455,17.62627,17.15051,0
22.42394,21.18574,20.8244,20.714,2
22.34959,21.32718,20.7412,19.90513,0
23.97916,21.34105,19.65166,18.77071,0
23.30669,21.96551,20.40715,19.43051,0
23.80373,20.92359,19.19967,18.55485,0
23.32535,23.57846,21.55625,20.38241,0
22.39727,22.77738,20.86195,20.02442,0
22.82565,21.69547,20.28199,19.46473,0
21.65144,21.35554,21.10009,20.91467,1
22.57861,20.2908,18.69685,18.05402,0
27.01154,20.3611,18.74388,18.14575,0
24.16,22.31161,21.03327,19.69791,2
23.9148,21.48685,21.37126,21.50995,2
23.33365,22.20371,21.94744,22.07052,0
20.92384,20.39137,20.32773,20.05689,1
22.4483,21.40151,19.84803,19.06274,0
26.21206,22.54174,20.90272,20.0788,0
19.52098,19.26138,18.95205,17.97876,2
20.66792,20.49502,20.49069,20.42912,1
24.10616,23.42451,22.74305,21.69017,0
19.65287,17.78387,16.69423,16.21241,0
19.82786,18.77928,18.26537,18.04711,2
21.90683,20.67758,19.98738,19.73573,2
19.04084,17.821,17.29685,16.95141,0
24.4745,21.56054,21.28756,21.0658,2
22.63512,21.94848,21.46543,21.14903,2
19.09315,18.82514,18.91909,18.81849,1
24.63465,22.02457,20.49533,20.20556,2
25.007,24.68141,22.8767,21.18445,0
23.57119,23.21981,22.68514,21.629,0
23.45271,22.65672,21.83967,21.56442,0
24.46202,21.92514,21.68299,21.24041,0
22.99072,21.89442,21.37621,20.53039,0
24.7801,22.18738,21.99846,20.76633,1
22.81823,22.18236,21.10196,20.20279,0
23.75878,21.95533,21.05131,19.89824,0
23.16381,23.37175,22.10316,20.51963,0
26.71621,21.30064,19.60628,18.54981,0
20.82378,19.93512,19.60526,19.49958,2
20.01499,18.93583,18.41757,18.15771,2
20.93393,19.04475,17.57557,17.03988,0
26.30457,25.8921,21.78114,20.54924,0
19.25816,18.13215,17.59849,17.23472,0
19.58751,17.7882,16.95092,16.51794,0
20.43424,19.12141,17.80378,17.2573,0
21.33126,21.10951,20.72727,20.64636,1
22.16286,21.1099,21.05508,21.03051,2
22.73418,21.18706,20.79999,20.83678,2
19.34194,18.43418,17.94115,17.56527,0
19.39908,18.32289,17.60001,17.13694,0
24.12212,23.16344,21.57587,20.46904,0
22.20941,20.27238,20.10126,20.14203,1
22.82936,24.04557,22.41021,21.02923,0
20.64021,20.38993,20.0556,19.55177,1
20.79356,20.76224,20.7503,20.40357,1
20.81051,20.5016,20.36503,20.21566,1
17.98822,17.81707,17.76644,17.74187,1
20.9914,20.84859,20.76305,20.62254,1
22.19761,21.11613,19.83813,19.66969,1
21.10675,20.65714,20.4336,20.48173,1
23.94616,22.33669,21.18396,21.16961,1
17.14729,15.61818,15.41421,15.62225,0
24.56674,22.94092,22.42123,21.62826,0
23.14846,22.66331,20.55083,19.22589,0
21.14852,18.63597,17.53228,17.12516,2
20.4969,20.11874,19.88173,19.73555,1
22.08196,20.96079,20.6346,20.46895,2
21.41273,20.21617,19.83199,19.75939,2
20.6249,19.62239,19.24017,19.13221,2
22.9889,21.89019,20.37618,19.42859,0
20.68833,18.84411,17.80143,17.30182,0
21.09469,23.38202,21.67928,20.35183,1
16.54343,15.45469,15.15258,15.05033,2
18.54655,18.45333,18.40444,18.10945,1
16.87705,15.35483,14.79025,14.56482,2
16.17347,15.126,14.97266,14.95292,2
19.53131,18.20172,17.61453,17.39331,2
18.79065,17.13604,16.31979,15.8596,1
23.29937,22.7683,21.29616,19.44933,2
20.18059,19.09178,18.75621,18.54396,0
19.34231,18.04516,17.49868,17.13173,0
21.17501,20.31576,19.81307,19.45587,0
20.39789,19.24204,18.53088,18.11682,0
22.52906,20.91119,19.22974,18.56889,0
25.17005,21.06007,20.28129,20.02027,2
24.63468,20.60476,19.03624,18.89289,2
22.7293,22.35363,22.13175,21.88727,1
19.11481,17.88262,17.35417,17.15939,2
16.93704,15.6125,14.89978,14.54139,0
24.94521,23.47756,21.60008,20.58545,0
21.05556,20.39044,20.2146,19.85847,1
25.4358,23.51759,22.86939,20.66332,2
18.64458,16.58012,15.55183,15.08699,0
19.24192,17.86077,17.10806,16.75303,0
18.80019,16.84883,15.96996,15.55451,0
22.91765,22.84994,20.5335,19.62744,0
19.28672,17.9835,17.08769,16.5929,1
20.44307,18.63325,17.57457,17.04289,0
23.71619,22.17729,20.21583,19.33302,0
24.86222,20.71004,18.84551,18.16629,0
23.79174,21.73804,20.07931,19.47293,0
26.36025,21.98326,19.80441,18.94071,0
23.60998,20.40504,19.2067,18.65973,2
19.63287,19.18655,18.72169,18.60867,1
20.20029,20.22838,19.78457,19.74064,1
20.63922,20.63601,20.41848,20.44062,1
18.94582,18.29945,18.19514,18.10018,1
18.14476,17.13474,16.79283,16.66507,2
22.72534,20.70774,20.50992,20.47957,2
25.84513,21.99195,20.22571,19.13823,0
22.67541,22.60051,20.59043,19.13414,0
17.65217,16.34574,15.68887,15.29635,0
19.48625,17.60057,16.65628,16.19427,0
19.51479,18.60824,17.84822,17.54648,0
19.43272,17.51756,16.53499,16.1376,0
25.59027,21.85984,20.55566,19.71507,0
27.13089,23.05767,21.75314,20.55429,0
20.63426,20.25702,20.24837,20.06376,1
22.49301,22.21614,21.86789,21.18987,0
23.15579,21.05247,19.20071,16.86957,2
19.59629,19.49609,19.4012,19.22884,1
19.98323,18.0456,17.03604,16.59224,0
22.63095,21.41196,20.12295,19.3447,0
23.24444,23.52704,21.84936,20.56154,0
26.75752,24.45655,21.51336,20.29082,0
24.63454,23.15632,21.40459,21.41979,0
24.63462,23.03648,21.38901,20.1458,1
25.07698,19.772,18.83817,18.37629,2
21.74236,21.42212,21.29735,21.48788,2
19.37259,18.389,17.96112,17.80533,2
22.35077,21.16217,20.79696,20.67056,2
21.21802,20.21663,19.73974,19.55786,2
20.01897,18.60356,17.82249,17.39279,0
19.95185,19.6331,19.44258,19.23635,1
16.59677,15.39489,14.99941,14.83664,2
23.72915,22.60419,22.3133,22.36438,0
19.92886,18.0371,17.18125,16.76141,0
20.74752,18.97336,18.05371,17.65114,0
19.68519,17.93562,17.08526,16.68846,0
23.05066,21.10763,19.54864,19.01659,0
21.3627,20.4029,20.26917,20.13431,1
19.94351,18.82273,18.39752,18.24566,2
19.33949,19.18615,19.21206,18.97138,1
20.7168,20.22196,20.12332,19.92349,1
21.45558,20.4491,20.30849,20.27166,1
22.10347,21.56915,20.81228,19.85918,0
20.60973,20.39528,20.11753,19.88764,1
19.33023,18.9536,19.02647,18.80726,1
18.76288,16.90444,16.07233,15.66304,0
19.52958,17.74783,16.92639,16.54619,0
21.8429,20.90886,20.46139,19.8377,1
20.44369,18.40964,17.07701,16.57294,0
19.58516,19.52892,19.85972,20.12007,2
26.4675,22.33438,21.08692,20.31941,0
19.21213,17.82485,17.11818,16.71722,0
20.41304,18.62087,17.43359,16.9021,0
18.62348,17.38327,16.86863,16.55388,0
21.7225,20.89775,20.62339,20.58284,1
21.17735,20.76273,20.6267,20.36242,1
19.98488,19.94332,19.9769,19.60804,1
21.19705,20.61952,20.64665,20.58203,1
22.79361,24.05736,21.64338,20.62545,0
23.8699,23.23896,22.61568,20.74011,0
21.82873,21.68854,20.40814,19.44342,0
18.84336,17.96668,17.6412,17.52965,2
21.42945,21.42597,21.28709,20.97162,1
22.16268,21.58796,21.25515,20.89495,1
20.97114,20.52157,20.3133,20.52365,1
21.81413,21.44323,21.22174,21.24941,1
22.8445,19.4663,19.17441,19.00718,1
22.76924,21.89205,22.35183,20.92067,0
23.02911,21.60375,21.62152,21.5509,1
22.95328,22.87008,22.84956,21.79965,0
24.58397,23.81013,21.87489,20.43337,2
18.27327,18.04213,17.92722,17.76731,1
23.26908,22.2753,20.90019,20.09612,0
24.51069,21.87695,20.11381,19.18113,0
20.33518,19.91529,19.90895,19.91117,1
21.2473,20.74286,20.56828,20.13617,1
18.9042,16.8511,15.9025,15.46587,0
21.99818,27.15748,21.39167,19.98409,0
24.32831,22.1611,20.45402,19.61186,0
25.63797,23.48431,21.99945,20.86208,0
22.22953,22.14915,20.72559,19.54831,0
15.95849,14.67822,14.8565,14.98732,2
25.43671,22.20979,20.40174,19.51207,0
25.41801,20.79381,19.18178,18.50728,0
22.41351,19.7587,18.13511,17.53025,0
20.82796,19.92066,19.38243,19.07945,0
27.42338,23.23021,20.05631,19.01015,0
20.58387,18.75192,17.70398,17.27459,0
21.66438,20.56895,19.58419,19.14422,0
24.30304,22.50078,21.44778,20.17187,0
25.19084,22.39153,20.80164,19.80676,0
21.64036,19.45009,17.86511,17.31385,0
20.71818,20.24426,19.3626,18.51176,1
20.36932,18.51818,17.68308,17.40077,2
16.73921,15.76221,15.37943,15.21267,2
21.32664,19.02131,17.82425,17.24615,0
24.41582,22.82964,21.25132,20.12857,0
22.43314,21.66414,20.27876,19.44785,0
21.83221,21.13558,20.71169,20.26156,1
19.03601,18.09373,17.62665,17.1222,0
19.48777,17.81767,17.06109,16.68427,0
23.33898,22.44748,20.62917,19.54093,0
22.11396,21.89594,21.5394,21.83402,1
25.18484,23.22338,21.30643,20.22513,0
20.60091,18.32728,17.1573,16.61364,0
23.37768,21.9286,20.83309,19.96883,0
22.44576,21.61267,20.19576,19.39113,0
24.73037,26.0854,22.56556,21.23222,2
23.64467,23.45159,23.0111,21.40055,1
22.84229,21.80338,20.40114,19.72331,0
22.21446,21.35431,20.62968,19.82599,0
20.68401,19.05083,18.29841,18.05839,2
21.93015,21.87143,21.51526,21.19931,1
24.37236,22.30604,21.0767,20.10207,0
21.40805,21.35553,21.20423,20.87563,1
18.00925,15.92713,14.64059,13.10743,0
21.29362,20.22076,19.49569,19.1966,1
21.79903,21.90022,21.31225,21.47497,1
22.69457,21.5249,21.41535,21.36234,1
18.85264,17.66611,17.49199,17.42591,2
24.05576,21.68063,20.91656,20.80649,2
22.87833,22.27461,21.73857,21.94935,1
23.61598,20.07312,18.55815,20.79692,2
23.36559,23.85368,22.20703,21.52391,0
20.41779,20.29264,20.2078,19.9683,1
19.48044,18.22298,17.78749,17.65899,2
19.78844,18.93928,18.58451,18.45142,2
21.38977,21.28981,20.99906,20.98838,1
19.61031,18.05949,17.40741,17.1338,2
24.68684,22.41823,20.9684,20.07719,0
20.06879,19.81593,19.73566,19.65279,1
19.27062,19.24683,19.12002,19.14738,1
24.99397,21.23165,20.44583,20.24759,2
20.84127,20.1209,20.04932,19.96435,1
20.34768,18.60124,17.68894,17.32921,0
24.90471,22.94329,21.14855,19.89265,0
24.90158,20.19245,18.49006,17.8976,0
22.72437,23.17828,21.82097,20.3899,0
21.87594,22.12268,20.79023,19.69232,2
21.98819,19.53624,18.14593,17.61282,0
18.66673,17.51147,17.14562,17.03221,2
24.2325,21.63865,21.14239,20.77772,1
20.74271,20.4701,20.01116,19.63572,1
20.92948,21.02834,20.30175,19.58888,1
25.99146,23.03218,21.31224,20.10369,0
19.18518,18.16815,17.75199,17.45971,0
20.45442,18.79189,17.48315,16.93169,0
22.9725,22.11437,22.25475,22.04645,1
18.34595,17.21927,16.78352,16.64679,2
23.96213,26.88175,22.44767,20.96679,2
24.56145,22.86494,21.06744,20.0231,0
20.55329,19.39551,19.40604,19.32353,2
22.55595,21.68969,19.91338,18.97042,0
21.77362,21.17917,21.43131,22.07378,1
22.00665,21.39722,21.35666,21.16273,1
18.18451,16.87093,16.33054,15.98335,0
24.86132,21.86012,20.20466,18.29203,2
20.35259,18.66592,17.76124,17.37947,0
22.2324,21.77727,21.12743,21.01624,0
19.99875,19.93501,19.71365,19.86796,1
22.88207,21.13009,20.89674,20.74761,2
20.43123,18.04018,16.6459,15.51215,2
21.29431,20.43578,20.15259,20.09365,2
21.99378,21.28316,21.14403,21.15909,1
24.48981,23.03051,21.05654,20.06256,0
22.30643,20.87626,20.35861,19.84337,2
22.74896,20.86471,19.16928,18.5032,0
21.6225,19.43609,18.04418,17.38239,0
19.14053,18.12181,17.71421,17.48746,0
19.72694,18.09491,16.99249,16.52325,0
19.40107,18.9896,18.97158,18.95754,1
23.70543,24.06512,22.70004,20.78318,0
19.39269,17.4457,16.49639,16.02404,0
26.59087,21.50108,20.19865,19.39253,0
18.88686,17.41483,16.8013,16.57866,0
22.13827,20.63335,21.64442,19.94701,0
26.01204,21.28855,19.36114,18.63103,0
25.30529,23.79146,21.58725,20.22367,1
26.00484,21.54359,19.85669,19.14137,0
25.72696,20.22561,18.73325,18.1536,0
20.88977,20.02782,19.47632,19.1767,0
23.95943,20.98284,19.51513,18.916,0
23.61482,22.5644,20.99433,19.99023,0
20.50743,19.51771,19.05311,18.82937,0
18.81954,17.81194,17.43707,17.12414,0
25.47923,19.43308,18.02991,17.48858,0
22.38961,22.46864,20.64394,19.61354,0
24.3783,22.40697,21.20764,19.94501,2
23.014,22.51233,20.9356,20.04397,0
20.05189,18.28323,17.31628,16.91992,0
22.48691,21.7207,20.68086,19.75921,0
23.96297,23.08916,21.73528,20.71679,0
19.95696,17.99198,17.129,16.7536,0
20.37837,18.57986,17.29704,16.81319,0
20.8178,18.7319,17.4886,17.0014,0
20.65038,18.68045,17.4638,16.93723,0
21.043,21.07757,20.87572,20.67864,1
22.46791,21.99124,21.97186,21.39619,0
23.86202,22.73534,22.33489,21.67925,0
22.89183,21.06642,20.51371,20.05855,1
22.55836,21.70106,21.28197,20.847,1
26.40688,21.52634,19.86553,19.05234,0
18.94129,17.98263,17.54715,17.37512,2
20.34765,18.29378,17.29139,16.85945,0
19.42332,19.1872,19.01765,18.8917,1
20.0985,19.87884,19.70629,19.38687,1
21.05567,20.99392,20.61568,20.73361,1
21.94827,21.48532,21.65133,21.38736,1
23.21062,21.37194,20.53354,20.32241,2
26.40366,24.16644,21.85473,20.25453,0
18.94123,17.87309,17.82876,17.85077,2
25.42887,21.52043,20.08896,19.31517,0
22.29495,20.99546,20.55288,20.29145,2
19.99212,18.66738,18.10739,17.91912,2
22.37839,21.77552,21.59168,21.5671,1
25.37869,21.91958,20.45486,19.68302,0
24.63465,21.00757,19.52205,18.88963,2
24.63448,24.27116,21.59181,19.72748,2
23.37181,20.85937,20.43085,20.21728,2
22.1777,21.30729,21.32921,21.2414,1
21.79132,20.73797,20.44944,20.02746,2
23.8464,21.90216,20.23164,19.46621,0
21.31932,21.14929,21.1755,20.75228,2
23.89296,23.64414,21.69606,20.59445,0
20.41393,19.82171,19.75188,19.70892,1
23.57573,21.65674,20.11818,19.26815,0
17.62511,16.70223,16.32348,16.15918,2
22.8296,23.86033,22.74194,22.10279,0
22.59015,21.24264,19.5212,18.72063,0
17.13473,16.20848,15.89189,15.74257,2
23.6891,23.63139,21.50361,20.47176,0
21.99238,21.93862,20.95581,20.10006,0
23.76803,22.70392,21.32562,20.12931,2
23.44316,20.8387,19.72066,19.17963,2
22.61656,21.28608,20.19222,19.65955,1
19.56538,18.62097,18.26015,17.93401,0
20.334,18.93857,18.27505,17.79293,0
20.21807,18.50156,17.76886,17.38989,0
21.19897,20.53289,19.85888,19.5145,0
22.1258,22.10794,20.62551,19.20951,0
22.5982,21.71786,20.52381,19.68293,0
23.65895,21.78244,19.97282,19.13041,0
22.48235,23.32284,21.38266,20.35364,0
18.19331,17.07136,16.48384,16.13562,0
24.98575,24.6189,22.29798,20.70224,2
22.35727,20.87917,22.71388,22.27742,2
20.34746,18.8488,18.21046,17.94843,0
19.06816,18.03304,17.50774,17.1608,0
15.69112,14.60769,14.31837,14.24286,2
24.17776,21.99059,20.09106,19.13724,0
23.23672,22.59553,21.12244,19.84936,0
23.52568,22.31492,21.21037,20.09799,0
23.12619,22.63982,22.07531,21.69108,0
23.60187,23.7385,21.99003,20.61961,0
23.91042,21.29944,20.14662,19.39796,0
19.6242,18.60199,18.14172,17.94376,2
22.14074,19.44905,17.97359,17.285,0
25.40872,22.4287,21.12473,19.91865,0
19.2039,18.95825,18.9112,18.98095,1
24.24183,22.42234,21.05157,20.02979,0
23.18475,23.61978,22.50235,20.00496,0
23.34086,23.52347,22.39657,20.883,0
21.53072,21.98533,21.99422,21.84775,1
18.47,17.05062,16.23878,15.79215,0
21.73999,21.85722,20.8045,19.77858,0
22.4933,26.77787,21.23586,20.15063,0
24.23857,21.88697,21.44254,21.14281,2
19.35034,18.2992,17.86736,17.69134,2
21.87416,21.6881,21.52124,21.24288,1
21.12146,20.89201,21.0428,20.84246,2
24.70943,22.71212,21.25199,19.763,2
22.04107,22.8962,22.20563,20.59755,0
19.75957,19.45353,19.215,18.93235,1
23.33149,22.57878,21.0662,19.96209,0
23.06509,22.41589,20.3898,19.31835,0
19.89188,18.57773,18.02758,17.77906,2
21.68522,20.89279,20.72195,20.56961,2
21.72322,21.811,21.41982,21.19954,1
20.95333,20.83714,20.78722,20.5888,1
21.92737,21.36985,21.24083,21.20441,1
23.60383,20.89418,20.33785,20.09981,2
22.89275,22.03754,20.79995,19.73795,0
18.1837,16.94342,16.24376,15.83193,0
17.16112,15.91521,15.79036,15.77998,2
23.83293,22.25202,20.67407,19.84487,0
22.48936,22.88938,21.93783,20.71843,0
18.80223,16.30096,15.15758,14.73606,2
19.51931,18.16105,17.65926,17.33224,0
25.01595,24.75766,22.14855,20.85296,0
20.64956,18.57869,17.46019,17.0093,0
26.85794,22.46607,20.81679,19.75079,0
